name,shape_id,lat,lon,admin1,admin2
Sdo Caetano,12082587B96670883740664,-28.400080813106516,38.439756096064556,Portugal,Açores
Sdo Jomo,12082587B47862242972609,-28.34713689117217,38.44331034321891,Portugal,Açores
Sdo Mateus,12082587B89988138976329,-28.257944150933884,38.68982035692271,Portugal,Açores
Sdo Mateus Da Calheta,12082587B3828799473248,-27.27033688887639,38.66315880285791,Portugal,Açores
Sdo Pedro,12082587B57558054407290,-25.117690308720654,36.992298219838084,Portugal,Açores
Sdo Pedro De Nordestinho,12082587B63995919986902,-25.19643774136672,37.836752417803375,Portugal,Açores
Sdo Roque Do Pico,12082587B12248974410274,-28.30742822459206,38.49184984665025,Portugal,Açores
Sdo Vicente Ferreira,12082587B66480197324804,-25.66821245504458,37.81222853808955,Portugal,Açores
Serreta,12082587B46537134059851,-27.35349635820137,38.75316054802811,Portugal,Açores
Sete Cidades,12082587B2019226697255,-25.785062109048873,37.858164078612354,Portugal,Açores
Terra Ch-,12082587B10719218036562,-27.254623097405084,38.68581350465719,Portugal,Açores
Topo (Nossa Senhora Do Roshrio),12082587B71193822011338,-27.7842000760501,38.5561280108357,Portugal,Açores
Urzelina (S9O Mateus),12082587B64967125402154,-28.127564964979925,38.65889907548252,Portugal,Açores
Velas (S-O Jorge),12082587B97628176033137,-28.199620079449847,38.70087314148604,Portugal,Açores
Vila De S1O Sebasti-O,12082587B82969629611220,-27.116078097551593,38.68231253717409,Portugal,Açores
Vila Do Porto,12082587B58642117527113,-25.15532669650266,36.97141001950925,Portugal,Açores
Vila Franca Do Campo (S8O Miguel),12082587B32973772601170,-25.437054757624573,37.75158988323811,Portugal,Açores
Vila Franca Do Campo (S9O Pedro),12082587B27212906470873,-25.44354120956429,37.727422561093825,Portugal,Açores
Vila Nova,12082587B98021475535713,-27.150381365802183,38.77810066446469,Portugal,Açores
